week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,weekly_views
2022-09-25,tv (english),10,sins of our mother,Sins of Our Mother: Limited Series,12550000,
2022-09-25,tv (non-english),1,el rey vicente fernández,"El Rey, Vicente Fernández: Season 1",33340000,
2022-09-25,tv (non-english),2,narcosaints,Narco-Saints: Season 1,27440000,
2022-09-25,tv (non-english),3,diary of a gigolo,Diary of a Gigolo: Season 1,18020000,
2022-09-25,tv (non-english),4,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,16890000,
2022-09-25,tv (non-english),5,little women,Little Women: Limited Series,15020000,
2022-09-25,tv (non-english),6,young lady and gentleman,,14740000,
2022-09-25,tv (non-english),7,cyberpunk edgerunners,Cyberpunk: Edgerunners: Season 1,13760000,
2022-09-25,tv (non-english),8,thai cave rescue,Thai Cave Rescue: Limited Series,13410000,
2022-09-25,tv (non-english),9,santo,Santo: Season 1,10650000,
2022-09-25,tv (non-english),10,high heat,High Heat: Season 1,10540000,
2022-09-18,films (english),1,end of the road,,27190000,
2022-09-18,films (english),2,do revenge,,26670000,
2022-09-18,films (english),3,love in the villa,,8870000,
2022-09-18,films (english),4,me time,,7910000,
2022-09-18,films (english),5,morbius,,7530000,
2022-09-18,films (english),6,i came by,,7360000,
2022-09-18,films (english),7,despicable me 2,,7160000,
2022-09-18,films (english),8,the invisible man,,6530000,
2022-09-18,films (english),9,dolittle,,5580000,
2022-09-18,films (english),10,this is the end,,5250000,
2022-09-18,films (non-english),1,no limit,,25490000,
2022-09-18,films (non-english),2,the catholic school,,6430000,
2022-09-18,films (non-english),3,ek villain returns,,5160000,
2022-09-18,films (non-english),4,loving adults,,4900000,
2022-09-18,films (non-english),5,mat kilau,,3970000,
2022-09-18,films (non-english),6,broad peak,,3390000,
2022-09-18,films (non-english),7,jogi,,3080000,
2022-09-18,films (non-english),8,el jeremías,,2970000,
2022-09-18,films (non-english),9,fenced in,,2900000,
2022-09-18,films (non-english),10,drifting home,,2370000,
2022-09-18,tv (english),1,cobra kai,Cobra Kai: Season 5,95550000,
2022-09-18,tv (english),2,fate the winx saga,Fate: The Winx Saga: Season 2,48960000,
2022-09-18,tv (english),3,the crown,The Crown: Season 1,40790000,
2022-09-18,tv (english),4,the imperfects,The Imperfects: Season 1,35020000,
2022-09-18,tv (english),5,devil in ohio,Devil in Ohio: Limited Series,29300000,
2022-09-18,tv (english),6,sins of our mother,Sins of Our Mother: Limited Series,24390000,
2022-09-18,tv (english),7,the crown,The Crown: Season 2,16670000,
2022-09-18,tv (english),8,love is blind,Love Is Blind: Season 2,14370000,
2022-09-18,tv (english),9,stranger things,Stranger Things 4,13480000,
2022-09-18,tv (english),10,the sandman,The Sandman: Season 1,12220000,
2022-09-18,tv (non-english),1,narcosaints,Narco-Saints: Season 1,62650000,
2022-09-18,tv (non-english),2,diary of a gigolo,Diary of a Gigolo: Season 1,34410000,
2022-09-18,tv (non-english),3,el rey vicente fernández,"El Rey, Vicente Fernández: Season 1",22710000,
2022-09-18,tv (non-english),4,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,21970000,
2022-09-18,tv (non-english),5,young lady and gentleman,,18490000,
2022-09-18,tv (non-english),6,high heat,High Heat: Season 1,16210000,
2022-09-18,tv (non-english),7,the lørenskog disappearance,The Lørenskog Disappearance: Limited Series,16040000,
2022-09-18,tv (non-english),8,cyberpunk edgerunners,Cyberpunk: Edgerunners: Season 1,14880000,
2022-09-18,tv (non-english),9,little women,Little Women: Limited Series,12960000,
2022-09-18,tv (non-english),10,alchemy of souls,Alchemy of Souls: Part 1,10890000,
2022-09-11,films (english),1,end of the road,,30210000,
2022-09-11,films (english),2,love in the villa,,29530000,
2022-09-11,films (english),3,i came by,,26800000,
2022-09-11,films (english),4,me time,,20660000,
2022-09-11,films (english),5,morbius,,12200000,
2022-09-11,films (english),6,white chicks,,9210000,
2022-09-11,films (english),7,despicable me 2,,7590000,
2022-09-11,films (english),8,hanna,,7120000,
2022-09-11,films (english),9,triple 9,,6530000,
2022-09-11,films (english),10,labor day,,6510000,
2022-09-11,films (non-english),1,no limit,,13530000,
2022-09-11,films (non-english),2,loving adults,,12590000,
2022-09-11,films (non-english),3,fenced in,,9830000,
2022-09-11,films (non-english),4,under her control,,6550000,
2022-09-11,films (non-english),5,ek villain returns,,4750000,
2022-09-11,films (non-english),6,seoul vibe,,3760000,
2022-09-11,films (non-english),7,hit the first case,,2700000,
2022-09-11,films (non-english),8,for better for worse,,2540000,
2022-09-11,films (non-english),9,hollyblood,,2370000,
2022-09-11,films (non-english),10,the festival of troubadours,,1960000,
2022-09-11,tv (english),1,cobra kai,Cobra Kai: Season 5,106700000,
2022-09-11,tv (english),2,devil in ohio,Devil in Ohio: Limited Series,70810000,
2022-09-11,tv (english),3,the imperfects,The Imperfects: Season 1,24070000,
2022-09-11,tv (english),4,dated and related,Dated and Related: Season 1,19800000,
2022-09-11,tv (english),5,the sandman,The Sandman: Season 1,19590000,
2022-09-11,tv (english),6,partner track,Partner Track: Season 1,18210000,
2022-09-11,tv (english),7,the crown,The Crown: Season 1,17570000,
2022-09-11,tv (english),8,stranger things,Stranger Things 4,16560000,
2022-09-11,tv (english),9,echoes,Echoes: Limited Series,14260000,
2022-09-11,tv (english),10,manifest,Manifest: Season 1,12410000,
2022-09-11,tv (non-english),1,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,31640000,
2022-09-11,tv (non-english),2,diary of a gigolo,Diary of a Gigolo: Season 1,27980000,
2022-09-11,tv (non-english),3,high heat,High Heat: Season 1,26990000,
2022-09-11,tv (non-english),4,young lady and gentleman,,21480000,
2022-09-11,tv (non-english),5,narcosaints,Narco-Saints: Season 1,20600000,
2022-09-11,tv (non-english),6,alchemy of souls,Alchemy of Souls: Part 1,16840000,
2022-09-11,tv (non-english),7,little women,Little Women: Limited Series,9970000,
2022-09-11,tv (non-english),8,pasión de gavilanes,Pasión de Gavilanes: Season 2,9630000,
2022-09-11,tv (non-english),9,entrapped,Entrapped: Season 1,7900000,
2022-09-11,tv (non-english),10,family secrets,Family Secrets: Season 1,7110000,
2022-09-04,films (english),1,me time,,56560000,
2022-09-04,films (english),2,love in the villa,,41220000,
2022-09-04,films (english),3,i came by,,30790000,
2022-09-04,films (english),4,thats amor,,17420000,
2022-09-04,films (english),5,look both ways,,11780000,
2022-09-04,films (english),6,day shift,,9450000,
2022-09-04,films (english),7,the next 365 days,,9070000,
2022-09-04,films (english),8,purple hearts,,7520000,
2022-09-04,films (english),9,the gray man,,6260000,
2022-09-04,films (english),10,collateral,,6100000,
2022-09-04,films (non-english),1,loving adults,,29940000,
2022-09-04,films (non-english),2,under her control,,15700000,
2022-09-04,films (non-english),3,fenced in,,9410000,
2022-09-04,films (non-english),4,seoul vibe,,8670000,
2022-09-04,films (non-english),5,hit the first case,,7300000,
2022-09-04,films (non-english),6,the figo affair the transfer that changed football,,3700000,
2022-09-04,films (non-english),7,school life,,3420000,
2022-09-04,films (non-english),8,royalteen,,3040000,
2022-09-04,films (non-english),9,rise of the legend,,2630000,
2022-09-04,films (non-english),10,watch out were mad,,2580000,
2022-09-04,tv (english),1,echoes,Echoes: Limited Series,36580000,
2022-09-04,tv (english),2,devil in ohio,Devil in Ohio: Limited Series,35370000,
2022-09-04,tv (english),3,the sandman,The Sandman: Season 1,33320000,
2022-09-04,tv (english),4,partner track,Partner Track: Season 1,31140000,
2022-09-04,tv (english),5,stranger things,Stranger Things 4,20280000,
2022-09-04,tv (english),6,i am a killer,I AM A KILLER: Season 3,17920000,
2022-09-04,tv (english),7,manifest,Manifest: Season 1,16410000,
2022-09-04,tv (english),8,never have i ever,Never Have I Ever: Season 3,14820000,
2022-09-04,tv (english),9,selling the oc,Selling The OC: Season 1,13670000,
2022-09-04,tv (english),10,manifest,Manifest: Season 3,11930000,
2022-09-04,tv (non-english),1,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,48820000,
2022-09-04,tv (non-english),2,high heat,High Heat: Season 1,44050000,
2022-09-04,tv (non-english),3,alchemy of souls,Alchemy of Souls: Part 1,27200000,
2022-09-04,tv (non-english),4,young lady and gentleman,,18270000,
2022-09-04,tv (non-english),5,kleo,Kleo: Season 1,12760000,
2022-09-04,tv (non-english),6,pasión de gavilanes,Pasión de Gavilanes: Season 2,12160000,
2022-09-04,tv (non-english),7,family secrets,Family Secrets: Season 1,10250000,
2022-09-04,tv (non-english),8,ludik,Ludik: Season 1,9860000,
2022-09-04,tv (non-english),9,under fire,Under Fire: Season 1,8620000,
2022-09-04,tv (non-english),10,another self,Another Self: Season 1,8400000,
2022-08-28,films (english),1,me time,,59230000,
2022-08-28,films (english),2,look both ways,,29890000,
2022-08-28,films (english),3,the next 365 days,,27010000,
2022-08-28,films (english),4,day shift,,20460000,
2022-08-28,films (english),5,purple hearts,,12360000,
2022-08-28,films (english),6,the mummy,,11540000,
2022-08-28,films (english),7,running with the devil the wild world of john mcafee,,10630000,
2022-08-28,films (english),8,untold the girlfriend who didnt exist,,10480000,
2022-08-28,films (english),9,thats amor,,10470000,
2022-08-28,films (english),10,the great wall,,10090000,
2022-08-28,films (non-english),1,loving adults,,17480000,
2022-08-28,films (non-english),2,royalteen,,10440000,
2022-08-28,films (non-english),3,fullmetal alchemist the revenge of scar,,8310000,
2022-08-28,films (non-english),4,seoul vibe,,7200000,
2022-08-28,films (non-english),5,the figo affair the transfer that changed football,,3460000,
2022-08-28,films (non-english),6,the assistant,,3190000,
2022-08-28,films (non-english),7,blood red sky,,2930000,
2022-08-28,films (non-english),8,carter,,2890000,
2022-08-28,films (non-english),9,darlings,,2470000,
2022-08-28,films (non-english),10,watch out were mad,,2400000,
2022-08-28,tv (english),1,echoes,Echoes: Limited Series,68490000,
2022-08-28,tv (english),2,the sandman,The Sandman: Season 1,53790000,
2022-08-28,tv (english),3,never have i ever,Never Have I Ever: Season 3,25640000,
2022-08-28,tv (english),4,stranger things,Stranger Things 4,23640000,
2022-08-28,tv (english),5,manifest,Manifest: Season 1,19110000,
2022-08-28,tv (english),6,selling the oc,Selling The OC: Season 1,18680000,
2022-08-28,tv (english),7,partner track,Partner Track: Season 1,16660000,
2022-08-28,tv (english),8,locke key,Locke & Key: Season 3,14630000,
2022-08-28,tv (english),9,virgin river,Virgin River: Season 4,14460000,
2022-08-28,tv (english),10,glow up,Glow Up: Season 4,14280000,
2022-08-28,tv (non-english),1,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,53890000,
2022-08-28,tv (non-english),2,high heat,High Heat: Season 1,53390000,
2022-08-28,tv (non-english),3,alchemy of souls,Alchemy of Souls: Part 1,28590000,
2022-08-28,tv (non-english),4,kleo,Kleo: Season 1,21570000,
2022-08-28,tv (non-english),5,the girl in the mirror,The Girl in the Mirror: Season 1,16640000,
2022-08-28,tv (non-english),6,pasión de gavilanes,Pasión de Gavilanes: Season 2,14770000,
2022-08-28,tv (non-english),7,another self,Another Self: Season 1,11830000,
2022-08-28,tv (non-english),8,young lady and gentleman,,8780000,
2022-08-28,tv (non-english),9,a model family,A Model Family: Season 1,8130000,
2022-08-28,tv (non-english),10,pasión de gavilanes,Pasión de Gavilanes: Season 1,8020000,
2022-08-21,films (english),1,day shift,,63390000,
2022-08-21,films (english),2,look both ways,,48060000,
2022-08-21,films (english),3,the next 365 days,,39310000,
2022-08-21,films (english),4,purple hearts,,23410000,
2022-08-21,films (english),5,untold the girlfriend who didnt exist,,20050000,
2022-08-21,films (english),6,the gray man,,14640000,
2022-08-21,films (english),7,the angry birds movie 2,,11470000,
2022-08-21,films (english),8,uncharted,,8660000,
2022-08-21,films (english),9,the sea beast,,8120000,
2022-08-21,films (english),10,inside the mind of a cat,,6990000,
2022-08-21,films (non-english),1,royalteen,,11910000,
2022-08-21,films (non-english),2,code name emperor,,10100000,
2022-08-21,films (non-english),3,carter,,7180000,
2022-08-21,films (non-english),4,fullmetal alchemist the revenge of scar,,5820000,
2022-08-21,films (non-english),5,darlings,,5640000,
2022-08-21,films (non-english),6,blood red sky,,5180000,
2022-08-21,films (non-english),7,bank robbers the last great heist,,4070000,
2022-08-21,films (non-english),8,shabaash mithu hindi,,3750000,
2022-08-21,films (non-english),9,nikamma,,2880000,
2022-08-21,films (non-english),10,rrr hindi,,2250000,
2022-08-21,tv (english),1,the sandman,The Sandman: Season 1,77240000,
2022-08-21,tv (english),2,never have i ever,Never Have I Ever: Season 3,59450000,
2022-08-21,tv (english),3,stranger things,Stranger Things 4,28800000,
2022-08-21,tv (english),4,locke key,Locke & Key: Season 3,28310000,
2022-08-21,tv (english),5,echoes,Echoes: Limited Series,25630000,
2022-08-21,tv (english),6,manifest,Manifest: Season 1,24120000,
2022-08-21,tv (english),7,virgin river,Virgin River: Season 4,20470000,
2022-08-21,tv (english),8,never have i ever,Never Have I Ever: Season 1,17010000,
2022-08-21,tv (english),9,never have i ever,Never Have I Ever: Season 2,16770000,
2022-08-21,tv (english),10,manifest,Manifest: Season 2,16270000,
2022-08-21,tv (non-english),1,extraordinary attorney woo,Extraordinary Attorney Woo: Season 1,77430000,
2022-08-21,tv (non-english),2,high heat,High Heat: Season 1,27680000,
2022-08-21,tv (non-english),3,a model family,A Model Family: Season 1,19770000,
2022-08-21,tv (non-english),4,pasión de gavilanes,Pasión de Gavilanes: Season 2,19530000,
2022-08-21,tv (non-english),5,alchemy of souls,Alchemy of Souls: Part 1,18040000,
2022-08-21,tv (non-english),6,another self,Another Self: Season 1,17300000,
2022-08-21,tv (non-english),7,pasión de gavilanes,Pasión de Gavilanes: Season 1,8840000,
2022-08-21,tv (non-english),8,alba,Alba: Season 1,8390000,
2022-08-21,tv (non-english),9,the girl in the mirror,The Girl in the Mirror: Season 1,7920000,
2022-08-21,tv (non-english),10,good morning verônica,"Good Morning, Verônica: Season 2",7020000,
2022-08-14,films (english),1,day shift,,56510000,
2022-08-14,films (english),2,purple hearts,,46370000,
2022-08-14,films (english),3,uncharted,,23710000,
2022-08-14,films (english),4,the gray man,,21160000,
2022-08-14,films (english),5,wedding season,,19010000,
2022-08-14,films (english),6,the sea beast,,10850000,
2022-08-14,films (english),7,1917,,10840000,
2022-08-14,films (english),8,flight,,10710000,
2022-08-14,films (english),9,the informer,,8330000,
2022-08-14,films (english),10,sing 2,,7270000,
2022-08-14,films (non-english),1,carter,,26670000,
2022-08-14,films (non-english),2,darlings,,13960000,
2022-08-14,films (non-english),3,code name emperor,,9710000,
2022-08-14,films (non-english),4,bank robbers the last great heist,,6610000,
2022-08-14,films (non-english),5,dont blame karma,,5420000,
2022-08-14,films (non-english),6,blood red sky,,3540000,
2022-08-14,films (non-english),7,shabaash mithu hindi,,3360000,
2022-08-14,films (non-english),8,recurrence,,2880000,
2022-08-14,films (non-english),9,heartsong,,2500000,
2022-08-14,films (non-english),10,rrr hindi,,2320000,
2022-08-14,tv (english),1,the sandman,The Sandman: Season 1,127500000,
2022-08-14,tv (english),2,never have i ever,Never Have I Ever: Season 3,55010000,
2022-08-14,tv (english),3,locke key,Locke & Key: Season 3,38440000,
2022-08-14,tv (english),4,stranger things,Stranger Things 4,35310000,
2022-08-14,tv (english),5,virgin river,Virgin River: Season 4,29550000,
2022-08-14,tv (english),6,manifest,Manifest: Season 1,28430000,
2022-08-14,tv (english),7,i just killed my dad,I Just Killed My Dad: Limited Series,26190000,
2022-08-14,tv (english),8,keep breathing,Keep Breathing: Limited Series,20920000,
